# Instantaneous lift coefficient on a cylinder at Re=3900
# Data digitized by Olivier Mesnard (mesnardo@gwu.edu) on 2015/11/21
# using Figure 7. from Singh and Mittal (2005) - "Flow past a cylinder:
# shear layer instability and drag crisis".
# Two-dimensional numerical simulation using a stabilized finite element method.

# lift coefficient(time), created by Plot Digitizer, 2.6.6

# time, cl (409 points)

0.0492106,2.02850,
0.254255,1.95167,
0.434693,1.87485,
0.590527,1.77819,
0.713553,1.67162,
0.836580,1.56506,
0.935001,1.45849,
1.04162,1.35688,
1.13184,1.24287,
1.23026,1.12392,
1.29588,1.01239,
1.36149,0.890954,
1.41891,0.769517,
1.49272,0.648079,
1.55013,0.529120,
1.59934,0.410161,
1.65676,0.286245,
1.73057,0.159851,
1.78798,0.0384139,
1.83720,-0.0830235,
1.88641,-0.197026,
1.95202,-0.328377,
2.00943,-0.444858,
2.05864,-0.568773,
2.12426,-0.687732,
2.18167,-0.806691,
2.24728,-0.928129,
2.31290,-1.05204,
2.38671,-1.16853,
2.46873,-1.28748,
2.51794,-1.36431,
2.59996,-1.47831,
2.69838,-1.58736,
2.82141,-1.68649,
2.95263,-1.79306,
3.10847,-1.87237,
3.37913,-1.92441,
3.68259,-1.90954,
3.86303,-1.83024,
4.02707,-1.74349,
4.16650,-1.65180,
4.29772,-1.54523,
4.44536,-1.46097,
4.53557,-1.33705,
4.63400,-1.23296,
4.73242,-1.11896,
4.79803,-1.00496,
4.87185,-0.883519,
4.93746,-0.764560,
5.01128,-0.630731,
5.08509,-0.506815,
5.15891,-0.402726,
5.21632,-0.278810,
5.25733,-0.159851,
5.31474,-0.0408922,
5.38036,0.0879802,
5.44597,0.206939,
5.50338,0.320942,
5.55259,0.449814,
5.61821,0.563817,
5.69202,0.685254,
5.76584,0.809170,
5.83145,0.928129,
5.91347,1.04957,
5.97909,1.15366,
6.04470,1.27261,
6.11031,1.38166,
6.19233,1.50310,
6.29895,1.60967,
6.40558,1.71623,
6.50400,1.82280,
6.64343,1.92441,
6.80746,2.00620,
6.99610,2.07311,
7.13553,2.12515,
7.25856,2.07063,
7.42260,1.99380,
7.52102,1.94672,
7.71786,1.86741,
7.87369,1.77323,
7.98032,1.68401,
8.11154,1.57745,
8.20996,1.46840,
8.31659,1.36183,
8.41501,1.24783,
8.49703,1.13135,
8.57904,1.01487,
8.65286,0.890954,
8.71027,0.767038,
8.75948,0.648079,
8.83330,0.529120,
8.89071,0.407683,
8.93992,0.283767,
8.99733,0.162330,
9.06295,0.0384139,
9.10396,-0.0830235,
9.16957,-0.204461,
9.23519,-0.320942,
9.29260,-0.439901,
9.35821,-0.566295,
9.39922,-0.692689,
9.46484,-0.811648,
9.53865,-0.935564,
9.61247,-1.05452,
9.67808,-1.17348,
9.75190,-1.29492,
9.84212,-1.41140,
9.92413,-1.52540,
10.0144,-1.62949,
10.1620,-1.72615,
10.2850,-1.82776,
10.4572,-1.90954,
10.7197,-1.93432,
10.9576,-1.92193,
11.1462,-1.83271,
11.3266,-1.75836,
11.4497,-1.65675,
11.5645,-1.56010,
11.6957,-1.46344,
11.8105,-1.36431,
11.9090,-1.25031,
11.9828,-1.13135,
12.0648,-1.01487,
12.1386,-0.890954,
12.2206,-0.774473,
12.2698,-0.655514,
12.3437,-0.531599,
12.4093,-0.402726,
12.4913,-0.278810,
12.5487,-0.142503,
12.6061,-0.0210657,
12.6553,0.102850,
12.7291,0.229244,
12.7948,0.348203,
12.8522,0.464684,
12.9096,0.583643,
12.9752,0.710037,
13.0490,0.821561,
13.1310,0.950434,
13.1966,1.06196,
13.2705,1.17844,
13.3443,1.30235,
13.4263,1.42379,
13.5001,1.52540,
13.5821,1.64188,
13.7051,1.74597,
13.8036,1.84511,
13.9594,1.94672,
14.1152,2.02850,
14.3613,2.07807,
14.6073,2.02354,
14.8042,1.94176,
15.0092,1.85006,
15.1569,1.75093,
15.2963,1.64188,
15.4111,1.53779,
15.5177,1.42875,
15.6080,1.31722,
15.7228,1.20570,
15.8130,1.07931,
15.8786,0.962825,
15.9606,0.841388,
16.0262,0.719950,
16.0673,0.605948,
16.1165,0.482032,
16.1739,0.363073,
16.2313,0.241636,
16.2887,0.122677,
16.3461,0.00123916,
16.4035,-0.120198,
16.4609,-0.246592,
16.5266,-0.365551,
16.5922,-0.486989,
16.6414,-0.608426,
16.6906,-0.729864,
16.7726,-0.853779,
16.8382,-0.972739,
16.9038,-1.09665,
16.9776,-1.21809,
17.0433,-1.33705,
17.1335,-1.44858,
17.2237,-1.55266,
17.3385,-1.66667,
17.4534,-1.76084,
17.5354,-1.81537,
17.7158,-1.89467,
17.9701,-1.93680,
18.2079,-1.92689,
18.3802,-1.86493,
18.5442,-1.79058,
18.6836,-1.69393,
18.8395,-1.59232,
18.9379,-1.48327,
19.0609,-1.39157,
19.1593,-1.27509,
19.2659,-1.15861,
19.3316,-1.04709,
19.4054,-0.928129,
19.4710,-0.804213,
19.5448,-0.695167,
19.5940,-0.563817,
19.6596,-0.447336,
19.7334,-0.335812,
19.7909,-0.209418,
19.8483,-0.0879802,
19.9221,0.0408922,
19.9713,0.169765,
20.0533,0.330855,
20.1107,0.459727,
20.1845,0.573730,
20.2584,0.690211,
20.3404,0.814126,
20.3814,0.940520,
20.4470,1.05948,
20.5372,1.17596,
20.6110,1.28996,
20.7095,1.41388,
20.7669,1.52045,
20.8489,1.62949,
20.9801,1.74597,
21.0949,1.85006,
21.2344,1.93432,
21.3574,2.02354,
21.6855,2.07063,
21.9069,2.00124,
22.0873,1.91202,
22.2514,1.83767,
22.3908,1.74349,
22.4892,1.66419,
22.6205,1.55514,
22.7271,1.44610,
22.8255,1.34944,
22.9239,1.23048,
23.0059,1.12639,
23.0798,1.00991,
23.1454,0.885998,
23.2274,0.762082,
23.2930,0.645601,
23.3340,0.519207,
23.4160,0.395291,
23.4406,0.283767,
23.4981,0.162330,
23.5719,0.0483271,
23.6129,-0.0855019,
23.6785,-0.211896,
23.7441,-0.325898,
23.7933,-0.452292,
23.8671,-0.568773,
23.9245,-0.692689,
23.9738,-0.814126,
24.0394,-0.942999,
24.1214,-1.05452,
24.1952,-1.17596,
24.2526,-1.28996,
24.3428,-1.40397,
24.4413,-1.51797,
24.5315,-1.63693,
24.6709,-1.75341,
24.7939,-1.83767,
24.9908,-1.91698,
25.3845,-1.95167,
25.5895,-1.89963,
25.7371,-1.81289,
25.8930,-1.71623,
26.0242,-1.62701,
26.1554,-1.52292,
26.2702,-1.42379,
26.3605,-1.31227,
26.4753,-1.19827,
26.5573,-1.08178,
26.6229,-0.972739,
26.6967,-0.848823,
26.7624,-0.727385,
26.8198,-0.613383,
26.8690,-0.494424,
26.9510,-0.363073,
27.0248,-0.246592,
27.0822,-0.125155,
27.1396,-0.00371747,
27.2052,0.122677,
27.2709,0.241636,
27.3365,0.355638,
27.3857,0.484511,
27.4513,0.603470,
27.5005,0.687732,
27.5497,0.801735,
27.6071,0.930607,
27.6728,1.04957,
27.7630,1.17100,
27.8532,1.28005,
27.9188,1.39157,
28.0008,1.50558,
28.0992,1.62206,
28.1895,1.72367,
28.3043,1.83024,
28.4437,1.91945,
28.6077,2.00620,
28.9030,2.05081,
29.1655,1.99380,
29.3213,1.89963,
29.4853,1.80297,
29.6330,1.72367,
29.7478,1.61462,
29.8708,1.52045,
30.0267,1.39653,
30.0923,1.28253,
30.1825,1.15861,
30.2481,1.05204,
30.3301,0.942999,
30.3957,0.819083,
30.4531,0.692689,
30.5024,0.566295,
30.5598,0.444858,
30.6172,0.323420,
30.6992,0.197026,
30.7566,0.0805452,
30.8058,-0.0458488,
30.8550,-0.167286,
30.9206,-0.288724,
30.9699,-0.407683,
31.0519,-0.529120,
31.1011,-0.648079,
31.1421,-0.769517,
31.2159,-0.888476,
31.2733,-1.00743,
31.3553,-1.12639,
31.4456,-1.23792,
31.4948,-1.36183,
31.6014,-1.47336,
31.6998,-1.58240,
31.7900,-1.69888,
31.9213,-1.79306,
32.0771,-1.88724,
32.2903,-1.95663,
32.5774,-1.96654,
32.8235,-1.91202,
32.9711,-1.81537,
33.1187,-1.71871,
33.2253,-1.62701,
33.3894,-1.52788,
33.4632,-1.42131,
33.6026,-1.32218,
33.6846,-1.21314,
33.7749,-1.09170,
33.8569,-0.982652,
33.9225,-0.863693,
33.9799,-0.744734,
34.0455,-0.615861,
34.1111,-0.494424,
34.1685,-0.377943,
34.2342,-0.254027,
34.2916,-0.130112,
34.3490,-0.00867410,
34.4064,0.105328,
34.4638,0.236679,
34.5212,0.345725,
34.5786,0.474597,
34.6525,0.600991,
34.7181,0.712515,
34.7919,0.841388,
34.8575,0.952912,
34.9067,1.06691,
34.9723,1.19083,
35.0625,1.30731,
35.1610,1.42131,
35.2348,1.54027,
35.3414,1.64932,
35.4562,1.76084,
35.5710,1.86245,
35.7269,1.94176,
35.9729,2.01611,
36.2600,1.98885,
36.4322,1.90458,
36.6127,1.81041,
36.7603,1.72119,
36.8669,1.63445,
37.0064,1.52045,
37.1212,1.40892,
37.2196,1.30483,
37.3098,1.19579,
37.4000,1.07435,
37.4985,0.950434,
37.5641,0.809170,
37.6133,0.695167,
37.6789,0.576208,
37.7363,0.449814,
37.8019,0.328377,
37.8593,0.209418,
37.9086,0.0830235,
37.9824,-0.0384139,
38.0316,-0.154895,
38.0808,-0.281289,
38.1464,-0.402726,
38.1956,-0.531599,
38.2776,-0.660471,
38.3350,-0.767038,
38.4007,-0.881041,
38.4417,-1,
38.5237,-1.12639,
38.5893,-1.24040,
38.6713,-1.36927,
38.7697,-1.46840,
38.8600,-1.57745,
38.9666,-1.69888,
39.0814,-1.81041,
39.2454,-1.89467,
39.4587,-1.97646,
39.6719,-1.99876,
39.9016,-1.94424,
